Time (s),X (m),Y (m),Z (m)
0.0020465850830078125,0.13043133911190152,-0.005605664638497761,0.1134184781151383
0.0025327205657958984,0.13043133911190152,-0.005605664638497761,0.1134184781151383
0.0029478073120117188,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.003328561782836914,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.0037043094635009766,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.0041010379791259766,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.0044956207275390625,0.13043133911190152,-0.005605664638497761,0.1134184781151383
0.0048983097076416016,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.005637407302856445,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.006426572799682617,0.13005022099224517,-0.0055892849832630985,0.1132252795597912
0.05055665969848633,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.11208319664001465,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.18177366256713867,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.21634650230407715,0.13025465233164277,-0.005598071012280855,0.11322763377420456
0.28009796142578125,0.13066180830713175,-0.0056155697197977136,0.11322086369305889
0.34000229835510254,0.13070629527720984,-0.004412696476243094,0.11165079839916348
0.40987610816955566,0.1307781075925719,-0.002608290205000539,0.11145016470327568
0.47294116020202637,0.13080165304060754,-0.0008025989860094817,0.11145016470327568
0.5357561111450195,0.1307965744907115,0.001404530093510074,0.11145016470327568
0.5688345432281494,0.13057735640572538,0.0024039094032718327,0.11144969385881612
0.6285200119018555,0.13072963611248287,0.00441348447211845,0.11145016470327568
0.6926658153533936,0.1306365569065001,0.006618655671854936,0.11145016470327568
0.7608206272125244,0.13065377360529778,0.00963760136073427,0.11145094945112427
0.7935025691986084,0.1305082715891794,0.011440409262689133,0.11145094945112427
0.8573071956634521,0.13023250479478063,0.01424031643504753,0.11145094945112427
0.8893837928771973,0.130454205897292,0.015886871597912747,0.11145346064886341
0.9644110202789307,0.13022748935500553,0.019113308935459004,0.11145518709284485
1.0288846492767334,0.13012252859829904,0.022372840733422064,0.11145958165071895
1.0901527404785156,0.12981910421162823,0.025408839717196745,0.1110564834979336
1.149491548538208,0.1296653047085185,0.02828272296578762,0.11085794171610289
1.2088661193847656,0.12950138270240774,0.031805783662698324,0.11066234871410272
1.2713370323181152,0.1295235856822231,0.034989832384576425,0.1106603148739041
1.339515209197998,0.12937106414275348,0.03794758247977649,0.11024236896851289
1.4049639701843262,0.1292416255400684,0.041161815483266306,0.1102419173453445
1.4700841903686523,0.12903227682652335,0.04439002183453749,0.11024397804502825
1.500044822692871,0.12912442751517647,0.045978150851407724,0.11024180519566165
1.5694341659545898,0.12915436826446358,0.04891207740869276,0.11002076720266546
1.6649117469787598,0.12892988322079366,0.05178966546331608,0.10981474355669504
1.745116949081421,0.1291005848444783,0.055106643984325354,0.109824398961654
1.77500581741333,0.12873838656055864,0.05801353322016276,0.10962024687139466
1.815004587173462,0.12900684054469527,0.06125803035303514,0.10980880906034649
1.8815281391143799,0.12885249774868038,0.06436418474804537,0.10981990964902028
1.9421076774597168,0.1288335554744755,0.06835562052551761,0.1100673700874017
1.9730358123779297,0.12866631800096825,0.0700476359705037,0.10966455274328721
2.006160020828247,0.12883732070335818,0.07142717691681798,0.10969143690074687
2.073723077774048,0.12877528216674344,0.074788069167578,0.10994159270581053
2.131105422973633,0.12884835516051193,0.07749763451698485,0.10972059649780669
2.1640803813934326,0.12868491788712205,0.07902123052228398,0.10931613024447218
2.2283060550689697,0.12900804469117383,0.08224902738540843,0.10976648823435853
2.292917251586914,0.12854156757106766,0.08560380687864336,0.10959260344071911
2.3568737506866455,0.1288831355429458,0.0887148419590133,0.10968357742615509
2.4215312004089355,0.12844732186092186,0.0919446874395937,0.10884427104416775
2.484492301940918,0.1284861315268123,0.09529181391378988,0.1091364911246884
2.562265634536743,0.12861410440377946,0.09848026821718782,0.10925213707479
2.5966451168060303,0.12865133623996103,0.10008333211358607,0.10928412086959388
2.621903896331787,0.12852898092512646,0.10158007730112832,0.10909689228344299
2.6464269161224365,0.12868951515104826,0.10332032554438043,0.10916372656431386
2.712204694747925,0.12866389348538293,0.10625399192197459,0.10901500822938034
2.7452619075775146,0.12863060619416727,0.10789654166189691,0.1087963186223401
2.814887523651123,0.12849904242855176,0.1108440344654724,0.10891008805279531
2.8740408420562744,0.128436267996659,0.11462589546090066,0.10854668493661282
2.9305381774902344,0.12849900155339866,0.11754634321348209,0.10871507308538153
2.9715213775634766,0.1285094511514903,0.11901245672183092,0.1087641361959551
3.0282444953918457,0.12874945227576712,0.12257967157189224,0.10864291902345385
3.1009573936462402,0.12862662720932397,0.12589353190949115,0.10860788872500202
3.1572134494781494,0.12849064295123527,0.12888546000285278,0.10844498214771797
3.221982479095459,0.12869997880281822,0.13230357809799062,0.10871391308783904
3.28615140914917,0.12845687950883333,0.135337595015741,0.10827238858969562
3.3467366695404053,0.12848947539691757,0.1383165241454931,0.10826744512108424
3.413959503173828,0.12837266610116943,0.14163742248612515,0.10841389309953561
3.478325366973877,0.1284357024030275,0.1448017336671643,0.10808130578865657
3.5428988933563232,0.12842911358602196,0.14796477402167432,0.10804914817521541
3.607631206512451,0.12837633177227414,0.15115250941531932,0.10771994595458925
3.6760354042053223,0.12825392246099443,0.1543369676148345,0.1076984340142331
3.7317211627960205,0.1280732311468339,0.1575304338313547,0.10768400943619033
3.763410806655884,0.12833219233789353,0.1588420877072334,0.10752282686141504
3.8289339542388916,0.12868057618199358,0.16230675585141346,0.10746815595163489
3.894243001937866,0.1283696535437989,0.16553510955371087,0.10714728504129556
3.9266726970672607,0.12868404523139523,0.16699599631659298,0.10724815654027611
3.9908976554870605,0.12866538788083978,0.1701888330099825,0.10700260435355652
4.055239200592041,0.12820391506779094,0.17341832793201367,0.10701564754614187
4.0860137939453125,0.12836746103010302,0.1747586265419805,0.1065258402800971
4.1470184326171875,0.1288236725972615,0.17822883929391514,0.10622818659620542
4.2131264209747314,0.1286011648391243,0.18141481217370953,0.10652153930925215
4.278671979904175,0.12840820370816444,0.1841196830084034,0.1062800006725333
4.343808650970459,0.1285169652253213,0.18793882559444847,0.10642544433410334
4.404544353485107,0.12844363500668887,0.1909586419527583,0.10604304821774657
4.467413902282715,0.12852205916224246,0.19427638072240838,0.10602546887886491
4.533517837524414,0.12843866318125702,0.1974244111581266,0.106452662346308
4.5951220989227295,0.12830934167296293,0.20057446978362736,0.10672003203501092
4.665338754653931,0.12866183648819984,0.20387046665757114,0.10607965420002731
4.696815729141235,0.12850658801401446,0.20571594660016687,0.10575193320528084
4.737034797668457,0.12877326725884264,0.2068483328557209,0.1056010239100698
4.8233866691589355,0.12869923813743686,0.21030763410686262,0.10570310121143667
4.845122337341309,0.12866899173303983,0.2124479749467385,0.10558050563855265
4.90519118309021,0.12897877126761972,0.21518810987998435,0.10586936996955201
4.974254846572876,0.12895423154906843,0.2189379509664242,0.10600430547410568
